('Basic Average Shares', '15,236,773.25', '15,343,783.00', '15,744,231.00', '16,215,963.00', '16,701,272.00')
         786083 function calls (761968 primitive calls) in 1.314 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       69    0.000    0.000    0.001    0.000 css_parser.py:532(parse_tag_pattern)
       68    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       65    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       64    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       59    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       59    0.000    0.000    0.000    0.000 _util.py:84(validate)
       57    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       57    0.000    0.000    0.001    0.000 dataclasses.py:760(_get_field)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
       57    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       55    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       54    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
    52/14    0.001    0.000    0.014    0.001 css_parser.py:911(parse_selectors)
    51/21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
    51/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       51    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
       51    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
       51    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
       50    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       50    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
       50    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
       50    0.000    0.000    0.001    0.000 typing.py:885(__init__)
    49/48    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       45    0.000    0.000    0.001    0.000 typing.py:1096(_generic_init_subclass)
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
       44    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       42    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
    42/30    0.000    0.000    0.010    0.000 css_parser.py:569(parse_pseudo_class)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       41    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       40    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       40    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       40    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       39    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
    38/29    0.000    0.000    0.010    0.000 css_parser.py:732(parse_pseudo_open)
       37    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       36    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       36    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       35    0.000    0.000    0.001    0.000 typing.py:1047(_generic_class_getitem)
       35    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
       35    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       35    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
       34    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       33    0.002    0.000    0.012    0.000 filter.py:129(filter)
       33    0.000    0.000    0.002    0.000 typing.py:740(Optional)
       32    0.000    0.000    0.000    0.000 inspect.py:175(get_annotations)
       32    0.000    0.000    0.000    0.000 inspect.py:2765(name)
       32    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       30    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
       29    0.001    0.000    0.537    0.019 __init__.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       28    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       28    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       28    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
       28    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       28    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
       27    0.000    0.000    0.002    0.000 enum.py:528(__new__)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       27    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
    26/16    0.000    0.000    0.115    0.007 {built-in method builtins.__import__}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       24    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       24    0.001    0.000    0.011    0.000 dataclasses.py:921(_process_class)
       24    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       24    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
       24    0.000    0.000    0.011    0.000 dataclasses.py:1257(wrap)
       24    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       24    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1240(dataclass)
       24    0.000    0.000    0.002    0.000 dataclasses.py:627(_repr_fn)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       23    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
       23    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       22    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
     22/8    0.000    0.000    0.001    0.000 inspect.py:2470(_signature_from_callable)
       22    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
       22    0.000    0.000    0.000    0.000 filter.py:224(__init__)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       21    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       20    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       20    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       20    0.000    0.000    0.000    0.000 element.py:524(get_text)
       19    0.002    0.000    0.004    0.000 enum.py:1708(convert_class)
       19    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       19    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
       19    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       19    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       18    0.000    0.000    0.002    0.000 dataclasses.py:568(_init_fn)
       18    0.000    0.000    0.013    0.001 element.py:1079(_find_all)
       18    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       18    0.000    0.000    0.013    0.001 element.py:2715(find_all)
       18    0.000    0.000    0.000    0.000 element.py:2869(__init__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       17    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
       17    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.030    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       16    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
       16    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       15    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
       15    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       15    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
       15    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
       15    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       14    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.014    0.001 css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 element.py:2751(children)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
       14    0.000    0.000    0.000    0.000 inspect.py:3062(return_annotation)
       14    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       14    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       13    0.001    0.000    0.005    0.000 enum.py:919(_convert_)
       13    0.001    0.000    0.002    0.000 __init__.py:355(namedtuple)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       13    0.000    0.000    0.003    0.000 dataclasses.py:638(_frozen_get_del_attr)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       11    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
       11    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
       10    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      9/7    0.002    0.000    0.002    0.000 {built-in method _imp.create_dynamic}
        9    0.002    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
      9/7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        8    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        8    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        8    0.000    0.000    0.001    0.000 inspect.py:3050(from_callable)
        8    0.000    0.000    0.001    0.000 inspect.py:3308(signature)
        8    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        8    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        8    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        8    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        7    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        7    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        7    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        7    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        7    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        5    0.001    0.000    0.086    0.017 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
        5    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        5    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        4    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.012    0.003 filter.py:163(find_all)
        4    0.000    0.000    0.000    0.000 filter.py:437(includes_everything)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:669(__hash__)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.001    0.000 typing.py:2780(__new__)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        3    0.000    0.000    0.009    0.003 element.py:2684(find)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:672(unquote)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        3    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:445(__init_subclass__)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        3    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        3    0.000    0.000    0.001    0.000 typing.py:2761(_make_nmtuple)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
